ID,WT,age,sex,region,edu,job,income,polview,d_paper,d_magazine,d_tv,d_radio,d_portal,d_messenger,d_sns,d_video,d_shortform,d_ott,d_ai,d_podcast,u_paper,u_magazine,u_tv,u_radio,u_portal,u_messenger,u_sns,u_video,u_shortform,u_ott,u_ai,u_podcast,p_share,p_like,p_comment,engagement,interest,trust_news,trust_new_src,paid_exp,paid_intent,news_none,main_path,cluster,pc1,pc2
66.0,0.5438835543262827,55.0,1.0,17.0,3.0,5.0,3.0,3.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,2.0,1,-0.269992938205206,0.35627461329110577
67.0,0.4782255974871244,42.0,1.0,17.0,2.0,3.0,6.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,2.0,2,0.2512372593395399,0.34328464723158014
68.0,0.4692837049869337,37.0,2.0,17.0,3.0,6.0,6.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,4.0,0,0,0,2.0,2,0.2512372593395399,0.34328464723158014
70.0,0.5585803119026185,52.0,2.0,3.0,4.0,7.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.6666666666666665,0,0,0,5.0,5,-0.36832281606750983,-0.631475979724599
71.0,0.8354397317063174,41.0,2.0,3.0,3.0,3.0,8.0,3.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,3.0,3.6666666666666665,0,0,0,5.0,2,0.3025840834115642,-0.0686496124068463
72.0,0.8378704678539277,52.0,2.0,3.0,3.0,3.0,9.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,0,2.0,1,-0.1324209662816364,-0.046783643014166154
73.0,0.8055045407375383,35.0,2.0,3.0,3.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,3.6666666666666665,0,0,0,14.0,5,-0.3181868124316428,-0.6244950691200791
74.0,0.7499767854851214,63.0,2.0,3.0,2.0,10.0,5.0,4.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,2.6666666666666665,0,0,0,2.0,1,-0.37423897771415515,0.3588726065030109
75.0,0.8613670846053834,72.0,2.0,3.0,1.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.333333333333333,0,0,1,9998.0,5,-0.472568855576459,-0.6288779865126939
76.0,0.8485953827167262,57.0,1.0,3.0,2.0,12.0,1.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3.0,4.0,4.0,0,0,0,5.0,2,-0.01470264478391603,-0.08588363660895892
77.0,0.5438835543262828,55.0,1.0,17.0,3.0,6.0,9.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,2,5.0,4.0,4.0,0,0,0,3.0,4,0.9544680496517618,0.40094621514487283
78.0,0.7501447066782879,37.0,1.0,3.0,3.0,6.0,5.0,2.0,0.0,0.0,3.0,0.0,4.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,2,3.0,4.0,3.3333333333333335,0,0,0,5.0,3,0.6481585021247175,-0.2441440601805076
79.0,0.7030444495179,74.0,1.0,17.0,2.0,12.0,5.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,4.0,0,0,0,5.0,2,0.2512372593395399,0.34328464723158014
80.0,0.5060069522000833,75.0,2.0,17.0,1.0,10.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,3.0,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
81.0,0.5320924936181862,53.0,2.0,17.0,2.0,3.0,4.0,3.0,0.0,3.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.3333333333333335,0,0,0,5.0,2,0.2593338619983093,0.34182311389912345
82.0,0.7944035980189469,45.0,1.0,3.0,3.0,6.0,9.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,5.0,3.0,3.6666666666666665,0,1,0,8.0,4,0.7003787452621465,-0.5385350841403452
83.0,1.299369173965013,56.0,1.0,3.0,3.0,2.0,5.0,3.0,0.0,0.0,7.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.0,2.0,2.3333333333333335,0,0,0,2.0,2,-0.010760780001866754,0.3938206262595736
84.0,0.5102339548235841,40.0,2.0,17.0,3.0,6.0,8.0,2.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.0,0,0,0,5.0,2,0.2512372593395399,0.34328464723158014
85.0,1.025119506548203,34.0,1.0,17.0,3.0,6.0,9.0,3.0,0.0,0.0,7.0,5.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,3.3333333333333335,0,0,0,5.0,4,0.7672522157669371,0.4491220138811791
86.0,0.4342085496062026,61.0,1.0,17.0,1.0,3.0,4.0,4.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,3.6666666666666665,0,0,0,2.0,2,-0.06150085918730769,0.3510786268672955
87.0,0.7528947486389185,63.0,1.0,3.0,2.0,2.0,4.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,2.0,3.3333333333333335,0,0,0,2.0,1,-0.4270243361748323,0.362931572179121
88.0,0.5995386710140065,64.0,2.0,17.0,2.0,3.0,2.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,3.0,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
89.0,0.3962588016304205,24.0,1.0,17.0,2.0,8.0,4.0,3.0,0.0,0.0,4.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1.0,4.0,3.3333333333333335,0,0,0,5.0,4,0.9310240054077749,-0.002607168047618069
90.0,0.4782255974871244,42.0,1.0,17.0,3.0,5.0,4.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,4.0,0,0,0,5.0,2,0.2512372593395399,0.34328464723158014
91.0,0.9035316748020724,72.0,1.0,3.0,1.0,12.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.6666666666666665,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
92.0,0.5102339548235841,41.0,2.0,17.0,3.0,10.0,4.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,3.0,0,0,0,2.0,2,0.2512372593395399,0.34328464723158014
93.0,0.5994017036199893,25.0,2.0,17.0,3.0,3.0,4.0,3.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,5.0,2,-0.06150085918730769,0.3510786268672955
94.0,0.9083309521875452,55.0,2.0,15.0,2.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.0,2.0,2.6666666666666665,0,0,0,13.0,5,-0.2346110194049076,-0.6045791895062946
95.0,1.519699628805495,62.0,1.0,15.0,2.0,6.0,5.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.3333333333333335,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
96.0,1.428467549594123,79.0,2.0,15.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,2.0,1,-0.47594951937454205,-0.06296450866834535
97.0,0.8354397317063174,42.0,2.0,3.0,3.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,13.0,5,0.004437678304988257,-0.6147630696659769
98.0,0.8378704678539277,51.0,2.0,3.0,2.0,10.0,6.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.6666666666666665,0,0,0,2.0,1,-0.47679468532406283,0.07851386079274181
99.0,0.8378704678539277,52.0,2.0,3.0,3.0,6.0,8.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,4.0,2.0,2.3333333333333335,0,0,0,5.0,2,0.2863885373671775,-0.05926035701306598
100.0,1.053145037042445,38.0,2.0,15.0,3.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,4.0,4.333333333333333,0,0,0,7.0,5,0.04601198714347676,-0.6308280762915895
101.0,1.19160539702842,48.0,1.0,3.0,3.0,6.0,7.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,0,5.0,0,0.6305202412991157,-0.5893494501970279
102.0,0.7501447066782879,36.0,1.0,3.0,3.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,3.0,4.0,3.3333333333333335,0,0,0,13.0,0,0.6606411568236107,-0.645990729190244
103.0,0.7528947486389185,68.0,1.0,3.0,3.0,12.0,4.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,3.0,3.6666666666666665,0,0,0,2.0,1,-0.20841206907308973,0.4042243038708948
104.0,2.09676018581257,54.0,1.0,1.0,3.0,2.0,6.0,2.0,0.0,0.0,5.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,2,4.0,3.0,3.6666666666666665,0,0,0,5.0,3,0.17844719766232786,0.012402861852292002
105.0,0.7499767854851214,61.0,2.0,3.0,2.0,10.0,4.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
106.0,0.8055045407375383,38.0,2.0,3.0,3.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3.0,3.0,3.6666666666666665,0,0,0,8.0,5,-0.11075255849959792,-0.6496986594403052
110.0,2.586500888932087,49.0,1.0,1.0,3.0,3.0,6.0,2.0,0.0,0.0,5.0,3.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,4.0,3.0,2.6666666666666665,0,0,0,2.0,2,0.4493995686715522,0.09254930990279209
111.0,2.635466404807554,49.0,2.0,1.0,2.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,3.6666666666666665,0,0,0,2.0,5,-0.266612274407123,-0.20963886455324277
112.0,2.229150826506023,63.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,0,2.0,1,-0.4776398512735836,0.21999223025382886
113.0,2.795680247750092,59.0,1.0,1.0,2.0,3.0,7.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4.0,3.0,2.6666666666666665,0,0,0,2.0,2,0.30041424004963824,0.0783486951945559
114.0,2.187035465673059,39.0,1.0,1.0,3.0,2.0,4.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.3333333333333335,0,0,0,5.0,2,-0.058965361338745415,-0.07335648151596585
115.0,1.820283481059076,25.0,2.0,1.0,3.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,3.3333333333333335,0,0,0,5.0,0,0.048661341968286864,-0.6418679525722195
117.0,1.318673005829929,59.0,2.0,1.0,3.0,3.0,5.0,3.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,2.6666666666666665,0,0,0,5.0,2,0.6131523585764859,0.07055471555884052
118.0,3.0887101628095,72.0,2.0,9.0,1.0,10.0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.3333333333333335,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
119.0,2.363075735442465,58.0,1.0,9.0,2.0,5.0,4.0,2.0,0.0,0.0,7.0,3.0,7.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,3.0,4.0,3.3333333333333335,0,0,0,2.0,4,0.9453940256558441,0.38396386983505293
120.0,1.731290679710041,70.0,2.0,1.0,2.0,10.0,5.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,4.0,3.0,0,0,0,2.0,1,-0.06659306114317431,0.24686152194700273
121.0,0.3957445925526886,55.0,1.0,17.0,3.0,12.0,3.0,4.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,2.0,0,0,0,2.0,2,-0.06150085918730769,0.3510786268672955
122.0,4.633065244214248,72.0,2.0,9.0,2.0,6.0,4.0,3.0,0.0,2.0,7.0,0.0,7.0,4.0,7.0,4.0,3.0,3.0,0.0,0.0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,3.0,4.0,4.333333333333333,0,0,0,5.0,3,1.009391563188355,0.3219522881637329
123.0,3.140224591965692,34.0,1.0,9.0,3.0,6.0,3.0,2.0,0.0,0.0,3.0,0.0,7.0,7.0,7.0,4.0,4.0,0.0,0.0,4.0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,3,2.0,4.0,3.3333333333333335,1,1,0,7.0,3,1.278398629976036,-0.30025697361390324
125.0,3.191509460763882,47.0,1.0,9.0,2.0,5.0,5.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.0,0,0,0,2.0,2,-0.058965361338745415,-0.07335648151596585
126.0,3.52967935567908,58.0,2.0,9.0,2.0,3.0,3.0,4.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,4.0,4.0,3.6666666666666665,1,1,0,17.0,4,0.7509732011902791,0.3617636891270949
127.0,2.649018493466106,69.0,1.0,9.0,3.0,12.0,2.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,1.6666666666666667,0,0,0,2.0,1,-0.44123968164264477,-0.03814980116703659
128.0,2.26418143796366,48.0,2.0,1.0,3.0,3.0,7.0,2.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,3.0,4.0,2.6666666666666665,0,0,0,5.0,4,0.38445931457343996,0.11602161695030822
129.0,2.84472911548232,68.0,2.0,9.0,1.0,10.0,2.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,1.3333333333333333,0,0,0,2.0,1,-0.47594951937454205,-0.06296450866834535
130.0,2.306891383488293,56.0,1.0,9.0,3.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,1.6666666666666667,0,0,0,2.0,2,-0.06282553659971274,0.35659856500761056
131.0,2.04873404949152,53.0,2.0,1.0,3.0,6.0,7.0,3.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,2.6666666666666665,0,0,0,5.0,2,0.38711889936406796,0.22318312984848243
132.0,2.970334543897649,49.0,2.0,9.0,3.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,7.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,4.0,4.0,3.3333333333333335,0,0,0,5.0,2,0.7234474015209243,0.3427460777190273
133.0,3.460337075232439,58.0,1.0,9.0,2.0,2.0,5.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.6666666666666667,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
134.0,1.365822699661013,59.0,2.0,1.0,2.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,3.0,0,0,0,2.0,2,-0.059810527288266135,0.0681218879451213
135.0,2.353119570452721,56.0,2.0,9.0,2.0,5.0,5.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,4.0,4.0,4.0,0,0,0,17.0,2,0.6673974081635438,0.3418478095133104
136.0,4.165639500950445,67.0,2.0,9.0,2.0,2.0,4.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
138.0,3.171866091921665,74.0,1.0,9.0,1.0,12.0,2.0,5.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,4.0,4.0,3.3333333333333335,0,0,0,2.0,4,0.5320690538291658,0.4173455575236087
139.0,3.115628316491097,42.0,1.0,9.0,2.0,2.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,3.0,0,0,0,2.0,1,-0.47594951937454205,-0.06296450866834535
140.0,4.0343656525454,73.0,2.0,9.0,1.0,10.0,2.0,4.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.3333333333333335,0,0,0,2.0,1,-0.269992938205206,0.35627461329110577
141.0,1.757761202563491,37.0,2.0,1.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,5.0,5,-0.005448693904795354,-0.6322890487557945
142.0,2.899712041650706,48.0,2.0,9.0,3.0,2.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,2.6666666666666665,0,0,0,2.0,5,-0.4751043534250213,-0.20444287812943251
143.0,0.5060069522000832,75.0,2.0,17.0,3.0,10.0,8.0,4.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,0,0,0,5.0,2,0.2631175716909774,0.3889169582516674
